Table S1. WOS abstracts associated with baijiu,,,,,,,,,,,,,,,,,
RowID,Authors,Article Title,Source Title,Source Title - Korean,Volume,Issue,Start Page,End Page,Article Number,DOI,Publication Year,Abstract,ISSN,eISSN,UT (Unique ID),Pubmed Id,
676,"Zheng, Yang; Sun, Baoguo; Zhao, Mouming; Zheng, Fuping; Huang, Mingquan; Sun, Jinyuan; Sun, Xiaotao; Li, Hehe","Characterization of the Key Odorants in Chinese Zhima Aroma-Type Baijiu by Gas Chromatography-Olfactometry, Quantitative Measurements, Aroma Recombination, and Omission Studies",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,,64,26,5367,5374,,10.1021/acs.jafc.6b01390,2016,"Zhima aroma-type Baijiu with typical sesame aroma is particularly popular in northern China. To our knowledge, it is still uncertain which components are important to make contributions to its unique aroma, although a few pieces of research have reported many volatile compounds in this Baijiu. The aroma-active compounds from the Baijiu were researched in this paper. A total of 56 odorants were identified in Chinese Zhima aroma-type Baijiu by aroma extract dilution analysis (AEDA). Their odor activity values (OAVs) were determined by different quantitative measurements, and then 26 aroma compounds were further confirmed as important odorants due to their OAVs >= 1, and these had higher values, such as ethyl hexanoate (OAV 2691), 3-methylbutanal (2403), ethyl pentanoate (1019), and so on. The overall aroma of Zhima aroma-type Baijiu could be simulated by mixing of the 26 key odorants in their measured concentrations. The similarity of the overall aroma profiles between the recombination model and the commercial sample was judged to be 2.7 out of 3.0 points. Omission experiments further corroborated the importance of methional and ethyl hexanoate for the overall aroma of Chinese Zhima aroma-type Baijiu.",0021-8561,1520-5118,WOS:000379455500010,27263543,
677,"Li, Jiawei; Shui, Zhengfan; Dong, Liang; Shen, Lian; Zhao, Dong; Luo, Huibo; Ma, Yi; Hou, Changjun; Huo, Danqun",A novel acid-sensitive quantum dot sensor array for the identification of Chinese baijiu,ANALYTICAL METHODS,,12,39,4789,4797,,10.1039/d0ay01454k,2020,"The organic acid content plays important roles in the flavor and taste of Chinese baijiu. Developing a detection and discrimination technique for organic acids and employing it as a basis in baijiu classification has great practical significance. We employed 3 kinds of acid-sensitive quantum dots (QDs) to construct a fluorescence sensor array for the detection and identification of organic acids in baijiu. We report the first directional use of array sensing detection technology for the evaluation of organic acids in baijiu. Linear discriminant analysis (LDA) was successfully employed to evaluate the ability of the as-developed sensor array to classify organic acids. The Euclidean distance analysis was introduced to prove the provided sensor array possesses good quantitative detection. On this basis, our sensor array was successfully applied to distinguish 16 kinds of baijiu samples. The results were supported by principal component analysis (PCA), LDA, and systematic cluster analysis (HCA). Furthermore, Pearson correlation results indicated a strong correlation between the detection results and the organic acids in baijiu. This simple and accurate method shows potential for quality control and detection in baijiu factories and markets.",1759-9660,1759-9679,WOS:000580569200007,32955054,
678,"Li, Dounan; Huang, Wei; Wang, Chunxiao; Qiu, Shuyi",The complete genome sequence of the thermophilic bacterium Laceyella sacchari FBKL4.010 reveals the basis for tetramethylpyrazine biosynthesis in Moutai-flavor Daqu,MICROBIOLOGYOPEN,,8,12,,,e922,10.1002/mbo3.922,2019,"The genus Laceyella consists of a thermophilic filamentous bacteria. The pure isolate of Laceyella sacchari FBKL4.010 was isolated from Moutai-flavor Daqu, Guizhou Province, China. In this study, the whole genome was sequenced and analyzed. The complete genome consists of one 3,374,379-bp circular chromosome with 3,145 coding sequences (CDSs), seven clustered regularly interspaced short palindromic repeat (CRISPR) regions of 12 CRISPRs. Moreover, we identified that the genome contains genes encoding key enzymes such as proteases, peptidases, and acetolactate synthase (ALS) of the tetramethylpyrazine metabolic pathway. Metabolic pathways relevant to tetramethylpyrazine synthesis were also reconstructed based on the Kyoto Encyclopedia of Genes and Genomes (KEGG) PATHWAY database. Annotation and syntenic analyses using antiSMASH 4.0 also revealed the presence of two gene clusters in this strain that differ from known tetramethylpyrazine synthesis clusters, with one encoding amino acid dehydrogenase (ADH) and the other encoding transaminase in tetramethylpyrazine metabolism. The results of this study provide flavor and genomic references for further research on the flavor-producing functions of strain FBKL4.010 in the Moutai liquor-making process.",2045-8827,,WOS:000505527900023,31482696,
679,Liao Yonghong; Zhao Shuang; Zhang Yibin; Zhang Xian; Tong Ruonan; Xu Man,"Analysis of Flavor Substances in Erguotou Wine by LLE,SDE,SPME and GC-MS Combined with Kovats Retention Indices",Journal of Chinese Institute Of Food Science and Technology,,14,6,220,228,1009-7848(2014)14:6<220:LHGMJH>2.0.TX;2-2,,2014,"Fen Erguotou the flavor substances were qualitative analysised by liquid-liquid extraction(LLE),simultaneous distillation extraction(SDE)and headspace solid phase micro extraction(HS-SPEM)combined with gas chromatography-mass spectrometry(GC-MS),and retention index of qualitative results were verified through the threshold into the aroma vitality values(odor activity value),the OAV high material to determine the key aroma compounds for the flavor liquor. The same kind of wine samples were obtained 70 kinds of aroma components,including 26 kinds of esters,12 kinds of alcohols,10 kinds of acids,6 kinds of aldehydes,4 kinds of ketones 1 kind of ethers,11 kinds of aromatic compounds,identified a total of eight kinds of key aroma substance. This experiment laid the foundation for the further study of niulanshan flavor substances.",1009-7848,,CSCD:5210889,,
680,"Ding, Xiaofei; Huang, Jun; Wu, Chongde; Zhou, Rongqing",Effects of different distillation patterns on main compounds of Chinese Luzhou-flavour raw liquors,JOURNAL OF THE INSTITUTE OF BREWING,,123,3,442,451,,10.1002/jib.422,2017,"This study aimed to investigate the effects of different distillation patterns on main compounds of Chinese Luzhou-flavour liquor. Results showed that more volatiles of raw liquor might originate from fresh grains for a newly constructed pit. A modest (p= 0.05) increase in the total amount of volatiles was found in the heart liquor from fermented grains added to fresh grains and rice hulls to distillate (AG pattern), reaching a maximum value of 1012.22 mg/L. The percentage of esters in the AG pattern ranged from 81.22 to >95.03% compared with samples from fermented grains only added to rice hulls to distillate (NG pattern). Acids in the heart liquor obtained by the AG pattern were higher than those for NG, but the corresponding proportion was opposite. Alcohols were detected at similar to 1.62% in NG pattern but were 1.42% in AG. Cyanide and ethyl carbamate content in the head liquor were far higher than those in the heart and tail liquor. In particular, cyanide content dramatically increased after adding fresh grains during the distillation process. Copyright (C) 2017 The Institute of Brewing & Distilling",0046-9750,2050-0416,WOS:000409391700017,,
681,He Beibei; Chang Qiuran; Shi Yanrong; Wang Jianping; Li Zhicheng; Zan Linsen,Optimized Preparation and Antioxidant of Wine from Milk Protein Hydrolysates Added with Chinese Wolfberry Juice,Food Science,,38,16,173,177,,,2017,"In an effort to overcome the functional and nutritional deficiencies of traditional Chinese liquor, wine was prepared from milk protein hydrolysates added with Chinese wolfberry juice. First of all, milk protein hydrolysates were prepared by enzymatic hydrolysis of skim milk and different proteases were compared in terms of sensory and chemical properties of hydrolysates for this purpose. Then, the hydrolysis process and the fermentation process were optimized using an orthogonal array design method. Besides, the antioxidant activity of the wine was assessed. The results obtained were as follows: 1) trypsin was the best protease for hydrolyzing milk protein; 2) the optimal conditions for enzymatic hydrolysis were 120 min hydrolysis at pH 7.0 and 40 ¡æ with an enzyme dose of 4 500 U/g; and 3) the optimum fermentation conditions were addition of 14% (V/V) Chinese wolfberry juice to milk protein hydrolysates, which were then fermented at 28 ¡æ for 9 days. The wine exhibited high antioxidant activity in vitro, having a harmonious aroma and a good taste. Moreover, its sensory and physicochemical indicators could meet or exceed the national standard of fermented sweet milk wine.",1002-6630,,CSCD:6065171,,
682,"Xiao, Guohua; Zhang, Xinyu; Gao, Qiang",Bioinformatic Approaches for Fungal Omics,BIOMED RESEARCH INTERNATIONAL,,2017,,,,7270485,10.1155/2017/7270485,2017,,2314-6133,2314-6141,WOS:000398795200001,28396870,
683,Fan Haiyan; Fan Wenlai; Xu Yan,Characetrization of volatile aroma components in Chinese Chixiang aroma type liquor by GC-O and GC-MS,Food and Fermentation Industries,,41,4,147,152,0253-990X(2015)41:4<147:YYGOHG>2.0.TX;2-H,,2015,"The aroma-active compounds of chixiang aroma type liquor were extracted by liquid-liquid extraction,and further separated into neutral-basic fraction and acidic-water soluble fraction. The aroma compounds of both fractions were analyzed by gas chromatography-olfactometry (GC-O) coupled with gas chromatography-mass spectrometry(GC-MS). A total of 52 odorants were identified in chixiang aroma type liquor,including 13 carbonyl compounds,10 esters,9 fatty acids,8 aromatic compounds,7 alcohols,2 sufur-containing compounds,2 lactones,and 1 ketone. Among them,(E)-2-octenal,(E)-2-nonenal,(E)-2-decenal,(E)-2-undecenal,and (E,E)-2,4-decadienal were first detected in chixiang aroma type liquor,which exhibited intense fatty aromas. According to the osme value,2-phenylethanol,(E)-2-nonenal,ethyl hexanoate,(E)-2-octenal,gamma-nonalactone,octanal,3-methylbutanol,nonanal,3-(methylthio) propanal,(E)-2-decenal,acetic acid,and butanoic acid had higher osme values (¡Ý3. 0) ,which could be the most important aroma compounds in chixiang aroma type liquor.",0253-990X,,CSCD:5465670,,
684,"He, Fei; Duan, Jiawen; Zhao, Jiwen; Li, Hehe; Sun, Jinyuan; Huang, Mingquan; Sun, Baoguo",Different distillation stages Baijiu classification by temperature-programmed headspace-gas chromatography-ion mobility spectrometry and gas chromatography-olfactometry-mass spectrometry combined with chemometric strategies,FOOD CHEMISTRY,,365,,,,130430,10.1016/j.foodchem.2021.130430,2021,"Liquid-liquid microextraction (LLME) combined with gas chromatography-olfactometry-mass spectrometry (GC-O-MS) was used to detect the variations in volatile compounds during the distillation process (head, heart, and tail) of raw Baijiu produced by different layers of fermented grains; 47 aroma compounds were sniffed and identified. Moreover, temperature-programmed headspace gas chromatography-ion mobility spectrometry (TPHS-GC-IMS) was applied to characterize the Baijiu distillation process for the first time. The 3D fingerprint spectrum clearly showed a variation in volatile compounds from different distillation stages, and most compounds showed a downward trend. In addition, multivariate statistical analysis, including principal component analysis (PCA), partial least squares discriminant analysis (PLS-DA), etc., confirmed ten aroma active markers related to classification, indicating that these markers had a great influence on the flavor of raw Baijiu.",0308-8146,1873-7072,WOS:000687702100007,34311281,
685,Zheng Qi; Zhang Qiuping; He Xinxin; Hu Jie; Huang Xiaohong,Isolation of Aerobic Bacilli from Aged Pit Mud of Luzhou-flavor Liquor and the Preliminary Construction of Phylogenetic Tree,Journol of Agricultural Biotechnology,,22,11,1411,1417,1674-7968(2014)22:11<1411:NXXBJL>2.0.TX;2-9,,2014,"Production of Luzhou- flavor liquor is based on pits where ample microbial communities are living, and interactions among all sorts of microbes especially Bacilli in it make fermented sapor of Luzhou-flavor liquor very unique. In this study, 23 aerobic Bacilli were isolated from 300- year pit mud of cellar affiliate to Luzhou laojiao, Luzhou, Sichuan Province. Microscopic and colonial morphology analysis showed that the difference between these aerobic Bacilli were not significant. Through PCR amplification of 16S rDNA gene and NCBI blast, a phylogenetic tree was preliminarily constructed. The results showed that the strains of aerobic Bacilli were mainly Bacillus thuringiensis, B. cereus and B. anthracis. The genetic relationship of these strains was inconformity. As a whole, the phylogenetic relationship was close and the genetic polymorphism was low between these Bacilli isolated from 300300-year pit mud. Aged pit mud was always in the surroundings of anaerobic or facultative anaerobic, studying on the survival condition and genetic relationship of the aerobic Bacilli in aged pit mud was helpful to get a insight in the change of surrounding environment during the liquor fermentation, and improve the quality of liquor. The result provides basic data for research on the change of surrounding environment during the liquor fermentation, and improving the quality of liquor.",1674-7968,,CSCD:5305087,,
686,"Jiang, Xinyue; Xie, Yuqun; Wan, Duanji; Chen, Maobin; Zheng, Fuping",GUITAR-enhanced facile discrimination of aged Chinese Baijiu using electrochemical impedance spectroscopy,ANALYTICA CHIMICA ACTA,,1059,,36,41,,10.1016/j.aca.2019.01.050,2019,The presented research demonstrated a method to evaluate aged Chinese Baijiu by measuring their electrochemical impedance spectrums (EIS) according to the distinctive colloidal impedance phenomena of verities' aged Baijiu. Graphite from the University of Idaho Thermolyzed Asphalt Reaction (GUITAR) electrode was employed for EIS data collection to achieve enhanced resolution. The obtained EIS Nyquist plots were simulated with the corresponding equivalent circuit to extract the numerical values of parameters which characterize the physicochemical properties of aged Baijiu. The curve fitting data were dimensionally reduced with principle components analysis (PCA). PCA score image originated from GUITAR electrode EIS measurement showed a more defined clustered profile in comparison to glassy carbon electrode. These results implicate GUITAR electrode based EIS is potentially available to develop a household device for aged Baijiu classification. (C) 2019 Elsevier B.V. All rights reserved.,0003-2670,1873-4324,WOS:000460895700004,30876630,
687,"Li, Yuan; Yuan, Siqi; Yong, Xihao; Zhao, Ting; Liu, Jun",Research progress on small peptides in Chinese Baijiu,JOURNAL OF FUNCTIONAL FOODS,,72,,,,104081,10.1016/j.jff.2020.104081,2020,"Chinese Baijiu is a distilled spirit with > 100 health promoting compounds produced by diverse microorganisms through the fermentation process. Compared with other distilled spirits in the world, various small peptide compounds in Chinese Baijiu endow it with unparalleled health benefits. In this review, we summarize the small peptides that have been found in Chinese Baijiu, and we provide the unique physiological and pharmacological activity of these small peptides by reviewing recent research papers. Existing problems in current research on small peptides in Chinese Baijiu, and the direction and significance of future research are also discussed.",1756-4646,2214-9414,WOS:000551711700043,,
688,Cheng Caiying; Liu Xiaofeng; Yuan Yuexiang; Yan Zhiying; Liao Yinzhang; Fu Shu,Bacterial community structure in distiller's yeast and accumulated fermented grains of Maotai-flavor liquor,Chinese Journal of Applied and Environmental Biology,,20,5,825,831,1006-687X(2014)20:5<825:JXXBJJ>2.0.TX;2-9,,2014,"Bacterial is one of the most important aroma-producing functional microorganisms in the production process of Maotai-flavor liquor. In order to improve the high temperature accumulation process of Maotai-flavor liquor, this study aimed to investigate the bacterial community structure of Maotai-flavor Daqu and the accumulated fermented grains. Bacterial community structure of Maotai-flavor Daqu and the early, middle, late stage of accumulated fermented grains during the seven consecutive rounds were investigated by PCR-DGGE technique. The results of DGGE showed significant diversity of bacterial community in different samples. Analysis of the diversity index showed Shannon-Wiener index H varied between 2.351 9 and 3.199 5, and Simpson index C between 0.895 5 and 0.954 5. The diversity index was higher in Maotai-flavor Daqu than in accumulated fermented grains. The diversity index of fermented grains gradually reduced with the round. The diversity index was higher in the middle stage than the late stage and the early stage of accumulated fermented grains of the same round. Furthermore, 24 representative DGGE bands were picked, rinsed, and then amplified by using primers F341/R518, the PCR fragments were cloned and sequenced. The results revealed that the bacterial communitves in different samples were very abundant, belonging to genus Bacillus, Thermoactinomycetaceae, Staphylococcus, Virgibacillus, Lactobacillus, Corynebacterium, Streptomyces, Lentibacillus, and some uncultured bacteria such as Uncultured Actinomycete, Uncultured Bacteroidetes bacterium, Uncultured Firmicutes bacterium. For the third, fourth and fifth rounds with best wine quality, the dominant bacterial community of accumulated fermented grains were genuses Bacillus, Staphylococcus, Virgibacillus, Lactobacillus,Thermoactinomycetaceae, Streptomyces, Lentibacillus and some uncultured bacterium.",1006-687X,,CSCD:5282392,,
689,Liu Chongchong; Feng Shengbao; Wu Qun; Huang Heqiang; Chen Zhanxiu; Li Shanwen; Xu Yan,Flavor-related microbiota and their flavor metabolism during highland barley Baijiu fermentation,Microbiology China,,47,1,151,161,0253-2654(2020)47:1<151:QKJFJG>2.0.TX;2-U,,2020,"[Background] Highland barley Baijiu is a product of multispecies solid-state fermentation. It is important to regulate the fermentation of highland barley Baijiu through analyzing the important functional microbiota and their metabolic characteristics. [Objective] The purpose of this study was to reveal the flavor-related microbiota during highland barley Baijiu fermentation and resolve their co-metabolism. [Methods] The diversity and composition of microbial community during highland barley Baijiu fermentation were revealed by high-throughput sequencing. The flavors of fermented grains were detected by HS-SPME-GC-MS. Then flavor-related microbiota during highland barley Baijiu fermentation was revealed by correlation analysis between microbes and flavors. The effect of physical and chemical factors to the flavor-related microbiota was revealed by the Mantel test. The simulated fermentation with six strains under laboratory conditions was carried out to resolve their co-metabolism. [Results] Nine dominant fungus and eight dominant bacteria (relative abundance>1%) were found during highland barley Baijiu fermentation. Aspergillus, Komagataella, Lactobacillus, Pichia, Saccharomyces and Weissella were identified as flavor-related microbiota. Reducing sugar (r~2=0.946 9, P=0.013 2) and acidity (r~2=0.847 6, P=0.048 6) were determined as key factors driving the succession of the flavor-related microbiota. The simulated fermentation with six strains revealed the in vitro system had the same microbial succession and flavors structure as the in situ system. [Conclusion] This work revealed the flavor-related microbiota and key factors driving their succession, and verified the metabolic characteristics of flavor-related microbiota by simulated fermentation. These results might provide a new perspective for regulating flavors information during highland barley Baijiu fermentation.",0253-2654,,CSCD:6673584,,
690,"Wang, Shilei; Wu, Qun; Nie, Yao; Wu, Jianfeng; Xu, Yan",Construction of Synthetic Microbiota for Reproducible Flavor Compound Metabolism in Chinese Light-Aroma-Type Liquor Produced by Solid-State Fermentation,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,,85,10,,,e03090-18,10.1128/AEM.03090-18,2019,"Natural microbiota plays an essential role in flavor compounds used in traditional food fermentation; however, the fluctuation in natural microbiota results in inconsistency in food quality. Thus, it is critical to reveal the core microbiota for flavor compound production and to construct a synthetic core microbiota for use in constant food fermentation. Here, we reveal the core microbiota based on their flavor production and cooccurrence performance, using Chinese light-aroma-type liquor as a model system. Five genera, Lactobacillus, Saccharomyces, Pichia, Geotrichum, and Candida, were identified to be the core microbiota. The synthetic core microbiota of these five genera presented a reproducible dynamic profile similar to that in the natural microbiota. A Monte Carlo test showed that the effects of five environmental factors (lactic acid, ethanol, and acetic acid contents, moisture, and pH) on the synthetic microbiota distribution were highly significant (P < 0.01), similar to those effects on a natural fermentation system. In addition, 77.27% of the flavor compounds produced by the synthetic core microbiota showed a similar dynamic profile (rho > 0) with that in the natural liquor fermentation process, and the flavor profile presented a similar composition. It indicated that the synthetic core microbiota is efficient for reproducible flavor metabolism. This work established a method for identifying core microbiota and constructing a synthetic microbiota for reproducible flavor compounds. This work is of great significance for the tractable and constant production of various fermented foods.IMPORTANCE The transformation from natural fermentation to synthetic fermentation is essential in constructing a constant food fermentation process, which is the premise for stably making high-quality food. According to flavor-producing and cooccurring functions in dominant microbes, we provided a system-level approach to identify the core microbiota in Chinese light-aroma-type liquor fermentation. In addition, we successfully constructed a synthetic core microbiota to simulate the microbial community succession and flavor compound production in the in vitro system. The constructed synthetic core microbiota could not only facilitate a mechanistic understanding of the structure and function of the microbiota but also be beneficial for constructing a tractable and reproducible food fermentation process.",0099-2240,1098-5336,WOS:000466715500032,30850432,
691,"Xu, Honggao; Xu, Xiang; Tao, Yidi; Yuan, Fang; Gao, Yanxiang",Optimization by response surface methodology of supercritical carbon dioxide extraction of flavour compounds from Chinese liquor vinasse,FLAVOUR AND FRAGRANCE JOURNAL,,30,4,275,281,,10.1002/ffj.3240,2015,"Liquor vinasse is of interest under the biorefinery context and the aim of the present study was the recovery of flavour compounds. Supercritical carbon dioxide (SC-CO2) extraction is an optimal method for liquor vinasse flavour compounds recovery. Gas chromatography with mass spectrometry analysis showed that more than 50 compounds were identified in the SC-CO2 extract. The predominant compounds were esters and acids, and ethyl (9Z)-9-octadecenoate was the major ester. The effects of different extraction parameters, including pressure (8.2-41.8 MPa), temperature (32.8-67.2 degrees C) and CO2 rate (6.4-23.6 l/h), on the yield of volatile compounds with SC-CO2 extraction were furthermore investigated. The most efficient extraction parameters for the maximum flavour compounds yield and better selection for ethyl (9Z)-9-octadecenoate were the following: pressure of 24.98 MPa, temperature of 51.28 degrees C and a CO2 rate of 13.48 l/h. Copyright (c) 2015 John Wiley & Sons, Ltd.",0882-5734,1099-1026,WOS:000356008100003,,
692,Zou Chuncai; Yan Haiyan,Chromatographic fingerprint peaks matching of Gualou Xiebai Baijiu Decoction and its medicinal ingredients in prescription by evolving window orthogonal projection analytical method,Journal of International Pharmaceutical Research,,43,2,341,"345,350",1674-0440(2016)43:2<341:JJCKZJ>2.0.TX;2-S,,2016,"Objective To explore whether evolving window orthogonal projection analytical method can be used in the chromatographic peaks matching between traditional Chinese medicine preparation and its medicinal ingredients in prescription. Methods The fingerprints of Gualou Xiebai Baijiu Decoction and the herbs(Gualou and Xiebai)in its prescription were established by using high performance liquid chromatography-photodiode array detector(HPLC-PDAD), and the HPLC peaks in fingerprints of Gualou Xiebai Baijiu Decoction and the herbs in its prescription were matched according to the principle of evolving window orthogonal projection analytical method. Results Evolving window orthogonal projection analytical method could match the chromatogram peaks well between different fingerprints of Gualou Xiebai Baijiu Decoction and the herbs in its prescription. There were 20 common peaks between the ethyl acetate extraction of Gualou Xiebai Baijiu Decoction and Gualou, and 9 common peaks between the n-butanol extraction of Gualou Xiebai Baijiu Decoction and Xiebai. Conclusion Evolving window orthogonal projection analytical method can be used in the chromatographic peaks matching between traditional Chinese medicine preparation and its medicinal ingredients in prescription.",1674-0440,,CSCD:5697642,,
693,Sun Jianqiu; Liu Wenwen; Zang Wei; Shen Guojuan; Ping Wenxiang,Community Composition of Moulds from Fermented Grains of Maotai-flavor Liquor and Their Enzyme Activities,Journal of Chinese Institute Of Food Science and Technology,,13,8,239,247,1009-7848(2013)13:8<239:JXXBJJ>2.0.TX;2-U,,2013,"The fermentation of grains means this process that depends on all kinds of the microbial community, after grains joined with distiller's starter were saccharified in cellar. Of those microbial community, the moulds played an important role in decomposition of macromolecular material and some functional enzymes produced by them were directly related to the use of raw materials and the formation of flavor substances of the liquor. In order to the quantitative change, community composition and functional enzymes of moulds in fermented grains during the fermentation of maotaiflavor liquor, samples were collected from cellar of Beidacang liquor which was known as 'Beiguo maotai'. By plate cultivation and classic classification technique, the numbers, specific composition, diversity indices and similarity coefficients of moulds in fermented grains during fermentation were compared and analysed, and the activities of functional enzymes on moulds were researched at the same time. The results showed that the rule and tendency about change of fungi numbers were basically consistent respectively in upper, middle and lower fermented grains. At its initial stage, the numbers of moulds fell sharply and then momently increased on 7th day. The moulds numbers again reduced in later period until the end. The fungi from fermented grains were indentified as 23 species in 13 genus. Of these the occurrence frequency of Alternaria,Aspergillus,Cladosprium,Eurotium,Geotrichum,Monascus, Neurospora,Paecilomyces, Penicillium, Stachybotrys and Mucor in some fermentation stage reached above 10%, but Geniculosporium and Scopulariopsis appeared with lower frequency. In accordance with diversity indices and similarity coefficients, the specific composition of moulds in fermented grains during fermentation showed explicit characteristic of dynamic changes, but the total diversity index of moulds from fermented grains was high. The biggest index (2.57) was in early sealed cellar, and the community composition were similar in early fermentation period(1~3 d). Throughout the fermentation, the moulds Aspergillus and Penicillium almost remained in fermented grains. The kinds of functional enzymes produced by Aspergillus and Penicillium were abundant, and the main moulds in association with others had an important impact on the use of raw materials and the formation of flavor substances.",1009-7848,,CSCD:4937917,,
694,Luo Fangwen; Huang Yongguang; Tu Huabin,"Structure and Diversity of Culturable Yeast Populations in Different Maotai-flavor Liquor Brewing Regions of Maotai Town, Guizhou Province",Food Science,,41,12,143,149,1002-6630(2020)41:12<143:MTZJXB>2.0.TX;2-#,,2020,"The structure and diversity of cultural yeast populations in different Maotai-flavor liquor brewing regions of Maotain town, Guizhou province were studied. Yeast samples were collected from the brewing environment and the fermentation starter, Daqu. A total of 568 yeast strains were obtained and identified by 26S rDNA gene sequencing, 334 of which came from the brewing environment and identified as 25 species and 1 uncultured yeast strain in 14 genera, while the remaining 223 were derived from Daqu were identified as 20 species and 1 uncultured fungal strain in 12 genera. Ten yeast populations were common to both. The dominant species in the environment were Wickerhamomyces anomalus, Saccharomyces cerevisiae and Hyphopichia burtonii while those in Daqu were W. anomalus and Saccharomycopsis fibuligera. The diversity of yeast in the environment and Daqu was significant quantitatively but at the species level. To our knowledge, this study is the first to isolate Nectaromyces rattus, Wickerhamomyces sp. H1Y23, Issatchenkia sp. S612Y5, Wickerhamomyces pijperi, Trichosporon faecale, Kazachstania sp. IMB190R, Pseudozyma sp., Kazachstania solicola, Torulaspora sp. Z8Y10 and Helicoceras oryzae from the Maotai-flavor liquor brewing process.",1002-6630,,CSCD:6772463,,
695,Wu YanHong; Jiang XueZhong; Liu EnFeng; Yao ShuChun; Zhu YuXin; Sun ZhaoBin,"The enrichment characteristics of mercury in the sediments of Dongjiu and Xijiu, Taihu lake catchment, in the past century",SCIENCE IN CHINA SERIES D-EARTH SCIENCES,,51,6,848,854,,10.1007/s11430-008-0051-2,2008,"The concentration and the enrichment factors of mercury (Hg) in the sediment cores of Dongjiu and Xijiu, Taihu Lake catchment, were studied. The accumulation fluxes, anthropogenic input concentration and anthropogenic accumulation fluxes of Hg in recent 100 years were also analyzed based on the Pb-210 dating. The results indicate that the increasing concentrations of Hg in the sediments are influenced by natural factors and anthropogenic input simultaneously. Generally, about 2/3 of the Hg in the sediment was from anthropogenic sources. In the early 20th century, the anthropogenic input was owing to the urban development and fossil fuel consumptions surrounding the Taihu Lake and the worldwide atmospheric deposition of Hg since the industrial revolution. The concentration and anthropogenic fluxes of Hg increased with the industrial development in the catchment since the 1930s. It reached the maximum during the middle 1970s and middle 1990s, and decreased since the middle 1990s with constraints on high pollution industries.",1006-9313,,WOS:000256030500008,,
696,Zhao Jinsong; Zhang Liang; Sun Xiaotao; Bian Minghong; Zheng Fuping,Study on the Correlations between Microbial Community Characteristics and Physicochemical Indicators of Maotai-flavor Daqu,Genomics and Applied Biology,,38,1,199,204,1674-568X(2019)38:1<199:JXXDQW>2.0.TX;2-B,,2019,"In this study, four kinds of Maotai-flavor Daqu were selected as the research objects to explore the effects of microbial factors on the Physicochemical properties of Daqu, and the correlation was analyzed by means of redundancy analysis. The results showed that the correlation analysis between the phospholipid fatty acid fingerprints and brewing characteristics parameters of the Maotai-flavor Daqu samples in different regions and technological conditions showed that the dominant bacteria in the Daqu were the fungi and Gram-positive bacteria. The microbial community characteristics were significantly affected by the peak temperature and the regional environment; The physical and chemical parameters such as saccharifying power directly related to the yield were positively related to the amount and proportion of fungi and Gram-positive bacteria. The combination of redundancy analysis and phospholipid fatty acid technology in Daqu system would provide methods and ideas for similar work.",1674-568X,,CSCD:6412494,,
697,"Li, Yicong; Fan, Shuangxi; Li, Anjun; Liu, Guoying; Lu, Wei; Yang, Bo; Wang, Fengxian; Zhang, Xin; Gao, Xiaojuan; Lu, Zhiyuan; Su, Ning; Wang, Guanghao; Liu, Yinuo; Ji, Xin; Xin, Peng; Li, Guohui; Wang, Daobing; Lu, Fuping; Zhong, Qiding",Vintage analysis of Chinese Baijiu by GC and H-1 NMR combined with multivariable analysis,FOOD CHEMISTRY,,360,,,,129937,10.1016/j.foodchem.2021.129937,2021,"Economical-driven counterfeit and inferior aged Chinese Baijiu has caused serious concern of publicity in China. In this study, a total of 167 authentic Chinese Baijiu samples with different vintages including 3 flavor types were carefully collected. Gas chromatography (GC) was used to determine main volatile components and proton nuclear magnetic resonance (H-1 NMR) spectroscopy was employed to obtain non-targeted fingerprints of Chinese Baijiu samples. Partial least squares regression (PLSR) models, which were confirmed by internal and external validation, were established for effectively identifying actual storage vintage of Chinese Baijiu with various brands, flavor types. Centering (Ctr), pareto scaling (Par), unit variance scaling (UV) data pretreatment methods, principal components (PCs), and three modified variable selection methods were proposed to successfully optimize the vintage model and effectively extract important vintage characteristic factors. This study demonstrated that NMR and GC combined with multivariate statistical analysis are effective tools for validating vintage authenticity of Chinese Baijiu.",0308-8146,1873-7072,WOS:000663772000005,33989881,
